Image ID,Sequence,Category,Script Page,Archive,Caption,Source URL,Keywords,Downloaded,In Lightroom,Metadata Attached
pho006111,238,Commerce & Buildings,Rough Cut p.171-176 — New WorkFlow (Overland Hotel fire remains),UNLV Special Collections,"Photograph of Overland Hotel, Las Vegas, circa 1911 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1vt1gp8w,,true,true,true
pho020087,239,Agriculture,,UNLV Special Collections,"Empty desert (WARNING: resolves 1920-1929, script wants ~1910, verify) (1920 to 1929)",https://special.library.unlv.edu/ark:/62930/d1513v10p,,true,true,true
snv002558,240,Agriculture,,UNLV Special Collections,Lena Carl Stewart with a rifle and a dog near a creek: photograph,https://special.library.unlv.edu/ark:/62930/d1bk1742v,,true,true,true
pho014697,241,Agriculture,,UNLV Special Collections,Clark-Ronnow ranch (1905 to 1930),https://special.library.unlv.edu/ark:/62930/d1ns0m09g,,true,true,true
pho017729,242,Agriculture,,UNLV Special Collections,pho017729,,Frehner Family; First Home; Farm; Portrait,,true,
2012646311,243,Commerce & Buildings,,Library of Congress,"Mary's Dance Hall, Goldfield, Nevada, 1907",https://lccn.loc.gov/2012646311,,true,true,true
L87-1.2383-10,244,Commerce & Buildings,"general ref, no clear page",Northwest Museum (Ferris Archives),"Spokane, 1910, grocery store",https://ferrisarchives.northwestmuseum.org/Item/Index/3657,,true,true,true
L87-1.2384-10,245,Commerce & Buildings,"general ref, no clear page",Northwest Museum (Ferris Archives),"Spokane, 1910, fancy couple in a restaurant",https://ferrisarchives.northwestmuseum.org/Item/Index/3658,,true,true,true
pho006296,246,Commerce & Buildings,,UNLV Special Collections,Bank / W.E. Hawkins Store (1900 to 1915),https://special.library.unlv.edu/ark:/62930/d13b5w77d,,true,true,true
pho025819,247,Commerce & Buildings,,UNLV Special Collections,County Commissioner W.E. Hawkins (1913 to 1919),https://special.library.unlv.edu/ark:/62930/d1dv1cv48,,true,true,true
pho006099,248,Commerce & Buildings,,UNLV Special Collections,Kids outside church (1910 to 1919),https://special.library.unlv.edu/ark:/62930/d1dr2p837,,true,true,true
pho012890,249,Commerce & Buildings,,UNLV Special Collections,Saloon with burros (1905),https://special.library.unlv.edu/ark:/62930/d1057ct9w,,true,true,true
pho025125,250,Commerce & Buildings,,UNLV Special Collections,"Interiors, Caliente (Saloon keepers)",,,,,
pho019918,251,Education,,UNLV Special Collections,"Helen Hackett, Rose Valley School, Lincoln County, Nevada, 1931",http://n2t.net/ark:/62930/d1057cx1c,,,,
pho013067,252,Education,,UNLV Special Collections,pho013067,,School; Panaca; Nevada,,true,
csfcp_000063,253,Events & Disasters,,Internet Archive / California Revealed,Goldfield-Rawhide NV 1904-1909 photo album (incl. 1905 and 1908 fire photos),https://archive.org/details/csfcp_000063,,,,
pho013953,254,Events & Disasters,,UNLV Special Collections,Hospital tent (1904 to 1906),https://special.library.unlv.edu/ark:/62930/d1697008b,,true,true,true
pho033453,255,Events & Disasters,,UNLV Special Collections,Early wood bank building (1900 to 1939),https://special.library.unlv.edu/ark:/62930/d1901zx92,,,true,
pho006091,256,Events & Disasters,,UNLV Special Collections,Ice plant (1905 to 1920),https://special.library.unlv.edu/ark:/62930/d1fq9q53x,,true,true,true
pho006293,257,Events & Disasters,,UNLV Special Collections,Ice plant intact (1905 to 1907),https://special.library.unlv.edu/ark:/62930/d1gm81p0t,,true,true,true
pho013214,258,Events & Disasters,,UNLV Special Collections,Clark's Forwarding (1900 to 1939),https://special.library.unlv.edu/ark:/62930/d14746t27,,true,true,true
pho031198,259,Events & Disasters,,UNLV Special Collections,Rainstorm/flood (1910 (approx) to 1930 (approx)),https://special.library.unlv.edu/ark:/62930/d1hm52x2h,,true,true,true
pho031199,260,Events & Disasters,,UNLV Special Collections,Rainstorm/flood (1910 (approx) to 1930 (approx)),https://special.library.unlv.edu/ark:/62930/d1cv4c39n,,true,true,true
2016864143,261,Government & Politics,,Library of Congress,"Tasker Oddie, Governor of Nevada, portrait, 1912, Standing",https://lccn.loc.gov/2016864143,,true,true,true
nv0072,262,Government & Politics,,Library of Congress (HABS),"Old Lincoln County Courthouse (Million Dollar Courthouse), Pioche, NV",https://www.loc.gov/item/nv0072/,,true,true,true
TNV006,263,Government & Politics,,Town of Tonopah,"Nye County Courthouse, Tonopah, NV, 1910",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
pho018500,264,Government & Politics,,UNLV Special Collections,"Aerial photograph of Pioche, Nevada, 1870-1889 (Million Dollar Courthouse visible)",http://n2t.net/ark:/62930/d1445hg77,,true,true,true
pho019910,265,Government & Politics,,UNLV Special Collections,"U.S. Senator William A. Clark from Montana, undated",http://n2t.net/ark:/62930/d1154dt1m,,true,true,true
pho019911,266,Government & Politics,,UNLV Special Collections,"Governor Emmett D. Boyle of Nevada signing resolution for the Nineteenth Amendment, 1920 February 07",http://n2t.net/ark:/62930/d1wd3q561,,true,true,true
pho025999,267,Government & Politics,,UNLV Special Collections,"Photograph of Clark County Courthouse, Las Vegas (Nev.) -- close view, circa 1900-1925 [Sunnie Gillette Photograph Collection]. See also pho025998 (other courthouse views).",http://n2t.net/ark:/62930/d16q1wf2w,,true,true,true
pho006301,268,Government & Politics,,UNLV Special Collections,"Slide of the first Clark County Courthouse, Las Vegas, circa early 1910s",http://n2t.net/ark:/62930/d1fn10s04,,true,true,true
pho021842,269,Government & Politics,,UNLV Special Collections,"Photograph of Senator William A. Clark, circa 1890s [Junior League of Las Vegas Photograph Collection]",http://n2t.net/ark:/62930/d1hd7nz0q,,true,true,true
pho023367,270,Government & Politics,,UNLV Special Collections,"Photograph of Lincoln County Court House, Pioche (Nev.), 1872 -- POST NO BILLS signage [Campbell Family Photograph Collection]",http://n2t.net/ark:/62930/d10z7128b,,true,true,true
pho006104,271,Government & Politics,,UNLV Special Collections,"Construction of courthouse, 1914, men in hats",,,,,
PH-00001,272,Government & Politics,,UNLV Special Collections,Senator Clark's RR car,,,,,
177247046,273,Government & Politics,,Wikimedia Commons,"Denver S. Dickerson, Governor of Nevada, portrait, c. 1908-1910","https://commons.wikimedia.org/wiki/File:Denver_S._Dickerson,_c._1908-1910.jpg",,true,,true
00694211,274,Horses & Animals,,Library of Congress,"Freight train (Edison film, video), 1898",https://lccn.loc.gov/00694211,,,true,
snv002501,275,Horses & Animals,,UNLV Special Collections,Wagon train / 16-horse team passing Las Vegas Bank & Trust (1905),https://special.library.unlv.edu/ark:/62930/d19w09d16,,true,true,true
pho017616,276,Horses & Animals,,UNLV Special Collections,Von Tobel inspecting supply wagon (Unknown year in the decade of the 1900s),https://special.library.unlv.edu/ark:/62930/d1st7f136,,true,true,true
pho023871,277,Horses & Animals,,UNLV Special Collections,"Photograph of horsemen at the Newman House, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d11c1tn18,,true,true,true
hln000175,278,Landscape & Terrain,,UNLV Special Collections,hln000175,,Las Vegas Valley; Sunrise; Frenchman; Mountains; Mormon Fort,,true,
sn86076141_1910-01-01,279,"Maps, Newspapers & Documents",,Library of Congress (Chronicling America),"Las Vegas Age newspaper, front page, January 1, 1910",https://www.loc.gov/resource/sn86076141/1910-01-01/ed-1/?sp=1,,true,true,true
The_Pomona_Daily_Review_1905_06_20_4,280,"Maps, Newspapers & Documents",,Newspaper,The Pomona Daily Review 1905 06 20 4,,,,true,
Los_Angeles_Evening_Express_1905_06_27_11,281,"Maps, Newspapers & Documents",,Newspaper,Los Angeles Evening Express 1905 06 27 11,,,,true,
Los_Angeles_Evening_Express_1905_05_17_9,282,"Maps, Newspapers & Documents",,Newspaper,Los Angeles Evening Express 1905 05 17 9,,,,true,
Los_Angeles_Evening_Express_1905_07_17_2,283,"Maps, Newspapers & Documents",,Newspaper,Los Angeles Evening Express 1905 07 17 2.,,,,true,
Los_Angeles_Evening_Express_1905_05_18_2,284,"Maps, Newspapers & Documents",,Newspaper,Los Angeles Evening Express 1905 05 18 2,,,,true,
The_Los_Angeles_Times_1905_05_12_28,285,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 05 12 2,,,,true,
The_Los_Angeles_Times_1905_05_29_5,286,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 05 29 5,,,,true,
Los_Angeles_Herald_1905_05_28_Page_4,287,"Maps, Newspapers & Documents",,Newspaper,Los Angeles Herald 1905 05 28 Page 4,,,,true,
The_Los_Angeles_Times_1905_06_04_50,288,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 06 04 50,,,,true,
The_Los_Angeles_Times_1905_05_13_11,289,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 05 13 11,,,,true,
Deseret_News_1905_05_12_Page_8,290,"Maps, Newspapers & Documents",,Newspaper,Deseret News 1905 05 12 Page 8,,,,true,
The_Los_Angeles_Times_1905_06_11_53,291,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 06 11 53,,,,true,
The_Los_Angeles_Times_1905_06_06_19,292,"Maps, Newspapers & Documents",,Newspaper,The Los Angeles Times 1905 06 06 19,,,,true,
Salt_Lake_Telegram_1905_06_12_15,293,"Maps, Newspapers & Documents",,Newspaper,Salt Lake Telegram 1905 06 12 15,,,,true,
The_Salt_Lake_Tribune_1905_05_14_Page_23,294,"Maps, Newspapers & Documents",,Newspaper,The Salt Lake Tribune 1905 05 14 Page 23,,,,true,
Salt_Lake_Telegram_1905_05_02_1,295,"Maps, Newspapers & Documents",,Newspaper,Salt Lake Telegram 1905 05 02 1,,,,true,
Las_Vegas_Age_1911_01_14_4,296,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 14 4,,,,true,
Las_Vegas_Age_1911_04_29_4,297,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_08_10,298,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_13_4,299,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_16_8,300,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_27_4,301,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_09_8,302,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_09_4,303,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
The_San_Diego_Sun_1911_07_06_1,304,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Pasadena_Star_News_1911_07_06_1,305,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
The_Tacoma_Times_1911_07_06_Page_1,306,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
St_Albans_Daily_Messenger_1911_12_19_7,307,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
St_Albans_Weekly_Messenger_1911_12_21_8,308,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
The_Oregon_Daily_Journal_1911_07_06_10,309,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
The_Fairbury_Blade_1911_08_04_1,310,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_02_25_5,311,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_06_4,312,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_01_14_5,313,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_29_1,314,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_03_04_5,315,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_29_5,316,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_01_07_4,317,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 07 4.,,,,true,
Las_Vegas_Age_1911_01_07_5,318,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 07 5,,,,true,
Las_Vegas_Age_1911_01_07_8,319,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 07 8,,,,true,
Las_Vegas_Age_1911_01_14_8,320,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_16_1,321,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_16_2,322,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_16_5,323,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_16_7,324,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_09_2,325,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_09_5,326,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_09_09_7,327,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_06_1,328,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_06_2,329,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_06_5,330,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_06_8,331,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_13_1,332,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_13_2,333,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_13_5,334,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_13_8,335,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_27_1,336,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_27_5,337,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_05_27_8,338,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_01_07_1,339,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 07 1,,,,true,
Las_Vegas_Age_1911_01_07_3,340,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 07 3,,,,true,
Las_Vegas_Age_1911_01_14_3,341,"Maps, Newspapers & Documents",,Newspaper,Las Vegas Age 1911 01 14 3,,,,true,
Las_Vegas_Age_1911_02_25_4,342,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_02_25_7,343,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_02_25_8,344,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_03_04_1,345,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_03_04_8,346,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_08_1,347,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_08_4,348,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_08_5,349,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_15_1,350,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_15_4,351,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_15_5,352,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
Las_Vegas_Age_1911_04_29_8,353,"Maps, Newspapers & Documents",,Newspaper,,,,,true,
NEEDS-ID-02,354,"Maps, Newspapers & Documents",(ignore per sheet note),Private Source (robertgavora.com),"Postcards of a flood 1910, Nevada (different place - ignore for Squires project)",https://www.robertgavora.com/pages/books/54905/result-reese-river-nevada-flood-1910-nevada-central-railway-seven-photographic-postcards,,,,
pho007102,355,"Maps, Newspapers & Documents",,UNLV Special Collections,"Stewart Ranch, Las Vegas, postcard (1900 to 1939)",https://special.library.unlv.edu/ark:/62930/d1tb0xv61,,true,true,true
pho020567,356,"Maps, Newspapers & Documents",,UNLV Special Collections,"Postcard of Tonopah Belmont Development Company's mine and mill, Tonopah (Nev.), September 18, 1912",https://special.library.unlv.edu/ark:/62930/d1ht2gg9z,,true,true,true
snv000843,357,"Maps, Newspapers & Documents",,UNLV Special Collections,"Postcard of Robert ""Spud"" Lake with men and horse-drawn wagons, Las Vegas (Nev.), December, 1914",https://special.library.unlv.edu/ark:/62930/d1qv3cj0v,,true,true,true
hln000440,358,"Maps, Newspapers & Documents",,UNLV Special Collections,"Photograph of swimmers at Lorenzi Park pool, circa 1931 [Elton and Madelaine Garrett Photograph and Architectural Drawing Collection (PH-00265)]",http://n2t.net/ark:/62930/d16q1wg68,Water; Pool; Diving Board,true,true,
churchseries22_2835,359,"Maps, Newspapers & Documents",,Unidentified (needs repository verification),"Hand-tinted postcard No. 5010, ""Mill Street, Reno, Nevada."" Street scene, early 1900s-1910s. Filename suggests UNR Special Collections (James Edward Church Papers, Series 22) but source page unconfirmed (site requires captcha) -- also note: depicts Reno, not Las Vegas",,,true,true,true
"Pile of lumber by RR tracks, cheat:close ups",360,Mining,,,"Reno Mill and Lumber Company, Eveleth",,,,,
Reno Mill and Lumber Company,361,Mining,,,Reno Mill and Lumber Company,,,,true,
CHS-20325,362,Mining,,California Historical Society / USC Digital Library,"View of the Chollar mine dump in Gold Hill, Nevada, ca. 1900 (re-downloaded at higher resolution, 1200x964)",https://digitallibrary.usc.edu/asset-management/2A3BF14KCN8?FR_=1&W=1092&H=597,,true,true,true
pho018545,363,Mining,,UNLV Special Collections,Miners/people (1908-10-11),https://special.library.unlv.edu/ark:/62930/d1g73774q,,,true,
pho023877,364,Mining,,UNLV Special Collections,"Photograph of mine tailings, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d17s7hz68,,true,true,true
pho023878,365,Mining,,UNLV Special Collections,"Photograph of mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1445hj55,,true,true,true
pho023880,366,Mining,,UNLV Special Collections,"Photograph of hillside mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1vm4336t,,true,true,
pho023879,367,Mining,,UNLV Special Collections,"Photograph of mines, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d10c4sr2h,,true,true,true
pho023882,368,Mining,,UNLV Special Collections,"Photograph of a mill, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1m32ng68,,true,true,true
pho014113,369,Mining,,UNLV Special Collections,Miners/People (Pho014113-002),,,,,
2016860954,370,People & Crowds,,Library of Congress,"Tasker Oddie, Senator, portrait",https://lccn.loc.gov/2016860954,,true,true,true
cph.3b04506,371,People & Crowds,,Library of Congress,"William Andrews Clark, 1839-1925 (bust portrait, 1917) [LC-USZ62-56672] -- onsite access only, not downloadable",https://loc.gov/pictures/resource/cph.3b04506/,,,,
cph.3a36791,372,People & Crowds,,Library of Congress,"[Senator William A. Clark (D-Montana), 1839-1925, head-and-shoulders portrait] [LC-USZ62-36382] -- onsite access only, not downloadable",https://loc.gov/pictures/resource/cph.3a36791/,,,,
pho033930-002,373,People & Crowds,"general ref, no clear page",UNLV Special Collections,"People in a wagon in the woods, Mt. Charleston",https://special.library.unlv.edu/ark%3A/62930/d1028sc3g,"People; Mt. Charleston, NV; Horses; Camping; Mt. Charleston; Family; Wagon; Wilson and Park Families; Woods",true,true,
pho033930,374,People & Crowds,"general ref, no clear page",UNLV Special Collections,Wilson and Park families camping near Mt. Charleston (Album 4),https://special.library.unlv.edu/ark%3A/62930/d11834f8d,,,true,
pho033930-003,375,People & Crowds,"general ref, no clear page",UNLV Special Collections,Woman near the tent,https://special.library.unlv.edu/ark%3A/62930/d1v982r0f,Women; Camping,true,,
hln000066,376,People & Crowds,,UNLV Special Collections,"Photograph of people camped on the Colorado River in the Vegas Wash, 1910",https://special.library.unlv.edu/ark:/62930/d18g8jh0j,,true,true,true
pho020232,377,People & Crowds,,UNLV Special Collections,2 women in hats (1909 to 1911),https://special.library.unlv.edu/ark:/62930/d1dr2pd50,,,true,
pho014116,378,People & Crowds,,UNLV Special Collections,People w/train (Pho014116-006-02),,,,true,
pho007164,379,People & Crowds,,UNLV Special Collections,pho007164,,William Stewart; Will; portrait; Stewart,,true,
pho007182,380,People & Crowds,,UNLV Special Collections,pho007182,,Stewart; Family,,true,
pho018485,381,People & Crowds,,UNLV Special Collections,pho018485,,Men; Miners Arms; Saloon; Zither; Glass Windows; Ales; Wines; Spirits,,true,
pho014315,382,People & Crowds,,UNLV Special Collections,pho014315,,Old Ranch; Earl; Floyd; Portrait,,true,
pho021428-005,383,People & Crowds,,UNLV Special Collections,pho021428 005,,portrait; woman; friend; lottie wengert,,true,
pho021428-010,384,People & Crowds,,UNLV Special Collections,pho021428 010,,Portrait; Woman; Lottie Wengert,,true,
pho021428-014,385,People & Crowds,,UNLV Special Collections,pho021428 014,,Portrait; Woman; Esther; Lottie Wengert,,true,
pho021428-013,386,People & Crowds,,UNLV Special Collections,pho021428 013,,Portrait; Veatch; Cedar Falls; Lottie Wengert,,true,
pho018395,387,People & Crowds,,UNLV Special Collections,pho018395,,Cy E. Johnson; Portrait; Men; Man,,true,
pho018479,388,People & Crowds,,UNLV Special Collections,pho018479,,Portrait; Jogn Coggshall; San Francisco,,true,
snv002520,389,People & Crowds,,UNLV Special Collections,snv002520,,family; W.J. Stewart,,true,
pho026753,390,Ranching & Farming,,UNLV Special Collections,Basic Magnesium future plant site (context: near Stewart Ranch imagery search) (1942-03-26),https://special.library.unlv.edu/ark:/62930/d1sf27,,true,true,true
pho007059,391,Ranching & Farming,,UNLV Special Collections,"Stewart Ranch, Las Vegas, transparency (1900 to 1939)",https://special.library.unlv.edu/ark:/62930/d1cf9j65w,,true,true,true
hln000072,392,Ranching & Farming,,UNLV Special Collections,"Photograph of riders near the Vegas Creek at the Stewart Ranch camp in Las Vegas, circa 1905-1906",https://special.library.unlv.edu/ark:/62930/d1h12z678,,true,true,true
hln000023,393,Ranching & Farming,,UNLV Special Collections,"Photograph of first artesian well in Las Vegas Valley on Taylor Ranch, with group of men, before 1910",https://special.library.unlv.edu/ark:/62930/d1tm7507m,,true,true,true
hln000024,394,Ranching & Farming,,UNLV Special Collections,"Photograph of first artesian well in Las Vegas Valley on Taylor Ranch, Clark County, before 1910",https://special.library.unlv.edu/ark:/62930/d1pv6f63g,,true,true,true
hln000039,395,Ranching & Farming,,UNLV Special Collections,"Well, women (open start to 1920)",https://special.library.unlv.edu/ark:/62930/d1rn33685,Well; Artesian; Group,,true,
pho007185,396,Ranching & Farming,,UNLV Special Collections,Well-dressed couple (1913 (year approximate)),https://special.library.unlv.edu/ark:/62930/d13b5w79c,,,true,
hln000093,397,Ranching & Farming,,UNLV Special Collections,Pics of wells (Hln000093a),,,,true,
hln000305,398,Ranching & Farming,,UNLV Special Collections,hln000305,,Artesian; Well; Williams; Bell,,true,
2RWE8CB,399,Sanitation & Utilities,,Alamy,digging a deep round hole with sewer line drain pipe outlet for a septic tank sewer 2RWE8CB,,,,,
G32XJN,400,Sanitation & Utilities,,Alamy,detail of a sanitation ring and metal mold G32XJN,,Cesspools,,,
HG5M7X,401,Sanitation & Utilities,,Alamy,a golden bucket hanging above a little fountain made of stone HG5M7X,,Cesspools,,,
3EAKYN6,402,Sanitation & Utilities,,Alamy,this is the sewer channel of almost dead clusters of dead organic matter muddy water dim reflection of the sun 3EAKYN6,,Sewers,,,
2AJHHN9,403,Sanitation & Utilities,,Alamy,typhus fever with particular reference to the serbian epidemic fig 1 filled cesspool 2AJHHN9,,,,,
hln000068,404,Sanitation & Utilities,,UNLV Special Collections,"Photograph of an outhouse over an irrigation ditch in Corn Creek, Nevada, circa 1938",https://special.library.unlv.edu/ark:/62930/d10z73w40,,true,true,true
2646098,405,Trains & Railroads — Construction & Infrastructure,"general ref, no clear page",Utah Historical Society,Steel oil tank,https://collections.lib.utah.edu/ark:/87278/s647memz,,,true,
TNV001,406,Trains & Railroads — General,,Town of Tonopah,"Drilling competition, Tonopah Railroad Carnival, 1904",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
TNV003,407,Trains & Railroads — General,,Town of Tonopah,"Railroad Days celebration, Tonopah, 1904",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
pho023005,408,Trains & Railroads — General,,UNLV Special Collections,"Bullionville & Pioche Railroad Grade in Condor Canyon, Nevada, 1915-1917",http://n2t.net/ark:/62930/d1hq3s43n,,true,true,true
pho004764,409,Trains & Railroads — General,,UNLV Special Collections,"Film transparency of a Las Vegas and Tonopah Railroad Company train car, Las Vegas, circa early 1900s",https://special.library.unlv.edu/ark:/62930/d15q4rk8r,,true,true,true
pho006891,410,Trains & Railroads — General,,UNLV Special Collections,Building big tent / temp depot (1905),https://special.library.unlv.edu/ark:/62930/d12z12p7p,,,true,
pho019795,411,Trains & Railroads — General,,UNLV Special Collections,Train engine w/ construction (script cites Jan 1909 headline -- verify) (1911-10-10),https://special.library.unlv.edu/ark:/62930/d1w08wm56,,true,true,true
snv001103,412,Trains & Railroads — General,,UNLV Special Collections,"Salt Lake Depot, train on tracks (1908 (year approximate))",https://special.library.unlv.edu/ark:/62930/d1125qq39,,true,true,true
pho017630,413,Trains & Railroads — General,,UNLV Special Collections,RR yards (1905 to 1915),https://special.library.unlv.edu/ark:/62930/d1cj87p8j,,true,true,true
snv001925,414,Trains & Railroads — General,,UNLV Special Collections,RR yards (1908),https://special.library.unlv.edu/ark:/62930/d1ff3md7q,,true,true,true
snv001921,415,Trains & Railroads — General,,UNLV Special Collections,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1zc7s81k,,true,true,true
snv001104,416,Trains & Railroads — General,,UNLV Special Collections,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1wd3qf92,,true,true,true
snv001857,417,Trains & Railroads — General,,UNLV Special Collections,RR yards (1900 to 1925),https://special.library.unlv.edu/ark:/62930/d1jh3dg9q,,true,true,true
pho004103,418,Trains & Railroads — General,,UNLV Special Collections,"Las Vegas Ranch, Las Vegas, Nevada, circa 1905 (dated 1904 to 1906). Union Pacific Railroad Company.",https://special.library.unlv.edu/ark:/62930/d1wm13s9d,,true,true,true
CHS-33079-2,419,Trains & Railroads — General,,USC Digital Library,"Train crossing over the Santa Ana River in Riverside, circa 1904 (Creator: C.C. Pierce) [California Historical Society Collection, 1860-1960]",http://doi.org/10.25549/chs-m8202,"Trains; Riverside, CA; Santa Ana River, CA; arch bridge; bridge; crossing",true,true,true
22587,420,Trains & Railroads — General,,Utah Historical Society,Saltair Depot P.3,https://collections.lib.utah.edu/ark:/87278/s6hh6zvd,,true,true,true
23501,421,Trains & Railroads — General,,Utah Historical Society,"Denver & Rio Grande Western Railroad Station, SLC P.53",https://collections.lib.utah.edu/ark:/87278/s6d79r8r,,true,true,true
23302,422,Trains & Railroads — General,,Utah Historical Society,"Denver & Rio Grande Western Railroad Station, SLC P.54",https://collections.lib.utah.edu/ark:/87278/s68g90jd,,true,true,true
pho017627,423,Uncategorized,,,,https://special.library.unlv.edu/ark%3A/62930/d1rv0d421,,,,
pho013824,424,Uncategorized,,,,https://special.library.unlv.edu/ark%3A/62930/d1zg6g89c,,,,
pho017624,425,Uncategorized,,,,,,,,
